1,250
2,250
3,200
4,100
5,250
6,200
7,150
8,200
9,200
10,150
11,150
12,200
13,100
14,150
15,250
16,200
17,250
18,200
19,150
20,150
21,50
22,150
23,100
24,100
25,50
26,150
27,100
28,150
29,150
30,150
31,250
32,200
33,150
34,100
35,100
36,150
37,150
38,200
39,100
40,150
41,100
42,150
43,200
44,200
